comuna_residencia,region_residencia,semana_epi,Acumulado
Natales,Región de Magallanes y la Antártica Chilena,13,5
Natales,Región de Magallanes y la Antártica Chilena,14,6
Natales,Región de Magallanes y la Antártica Chilena,16,8
Natales,Región de Magallanes y la Antártica Chilena,19,9
Natales,Región de Magallanes y la Antártica Chilena,20,11
Natales,Región de Magallanes y la Antártica Chilena,21,13
Natales,Región de Magallanes y la Antártica Chilena,23,14
Natales,Región de Magallanes y la Antártica Chilena,24,16
Natales,Región de Magallanes y la Antártica Chilena,25,18
Natales,Región de Magallanes y la Antártica Chilena,26,39
Natales,Región de Magallanes y la Antártica Chilena,27,47
Natales,Región de Magallanes y la Antártica Chilena,28,50
Natales,Región de Magallanes y la Antártica Chilena,29,51
Natales,Región de Magallanes y la Antártica Chilena,30,52
Natales,Región de Magallanes y la Antártica Chilena,32,54
Natales,Región de Magallanes y la Antártica Chilena,33,58
Natales,Región de Magallanes y la Antártica Chilena,34,61
Natales,Región de Magallanes y la Antártica Chilena,35,74
Natales,Región de Magallanes y la Antártica Chilena,36,127
Natales,Región de Magallanes y la Antártica Chilena,37,226
Natales,Región de Magallanes y la Antártica Chilena,38,330
Natales,Región de Magallanes y la Antártica Chilena,39,466
Natales,Región de Magallanes y la Antártica Chilena,40,566
Natales,Región de Magallanes y la Antártica Chilena,41,677
Natales,Región de Magallanes y la Antártica Chilena,42,808
Natales,Región de Magallanes y la Antártica Chilena,43,932
Natales,Región de Magallanes y la Antártica Chilena,44,1114
Natales,Región de Magallanes y la Antártica Chilena,45,1216
Natales,Región de Magallanes y la Antártica Chilena,46,1287
Natales,Región de Magallanes y la Antártica Chilena,47,1383
Natales,Región de Magallanes y la Antártica Chilena,48,1466
Natales,Región de Magallanes y la Antártica Chilena,49,1580
Natales,Región de Magallanes y la Antártica Chilena,50,1704
Natales,Región de Magallanes y la Antártica Chilena,51,1788
Natales,Región de Magallanes y la Antártica Chilena,52,1859
Navidad,Región del Libertador General Bernardo OHiggins,18,2
Navidad,Región del Libertador General Bernardo OHiggins,19,8
Navidad,Región del Libertador General Bernardo OHiggins,20,10
Navidad,Región del Libertador General Bernardo OHiggins,21,15
Navidad,Región del Libertador General Bernardo OHiggins,22,17
Navidad,Región del Libertador General Bernardo OHiggins,23,21
Navidad,Región del Libertador General Bernardo OHiggins,24,36
Navidad,Región del Libertador General Bernardo OHiggins,25,44
Navidad,Región del Libertador General Bernardo OHiggins,26,48
Navidad,Región del Libertador General Bernardo OHiggins,27,55
Navidad,Región del Libertador General Bernardo OHiggins,28,60
Navidad,Región del Libertador General Bernardo OHiggins,29,64
Navidad,Región del Libertador General Bernardo OHiggins,31,70
Navidad,Región del Libertador General Bernardo OHiggins,32,71
Navidad,Región del Libertador General Bernardo OHiggins,40,72
Navidad,Región del Libertador General Bernardo OHiggins,41,74
Navidad,Región del Libertador General Bernardo OHiggins,42,75
Navidad,Región del Libertador General Bernardo OHiggins,43,77
Navidad,Región del Libertador General Bernardo OHiggins,44,78
Navidad,Región del Libertador General Bernardo OHiggins,47,79
Navidad,Región del Libertador General Bernardo OHiggins,50,84
Navidad,Región del Libertador General Bernardo OHiggins,52,86
Negrete,Región del Biobío,14,2
Negrete,Región del Biobío,18,4
Negrete,Región del Biobío,19,7
Negrete,Región del Biobío,20,18
Negrete,Región del Biobío,21,29
Negrete,Región del Biobío,22,41
Negrete,Región del Biobío,23,45
Negrete,Región del Biobío,24,70
Negrete,Región del Biobío,25,85
Negrete,Región del Biobío,26,111
Negrete,Región del Biobío,27,112
Negrete,Región del Biobío,28,126
Negrete,Región del Biobío,29,131
Negrete,Región del Biobío,30,137
Negrete,Región del Biobío,32,141
Negrete,Región del Biobío,33,156
Negrete,Región del Biobío,34,177
Negrete,Región del Biobío,35,192
Negrete,Región del Biobío,36,195
Negrete,Región del Biobío,37,206
Negrete,Región del Biobío,38,208
Negrete,Región del Biobío,39,213
Negrete,Región del Biobío,40,223
Negrete,Región del Biobío,41,232
Negrete,Región del Biobío,42,241
Negrete,Región del Biobío,43,247
Negrete,Región del Biobío,44,253
Negrete,Región del Biobío,45,256
Negrete,Región del Biobío,46,274
Negrete,Región del Biobío,47,282
Negrete,Región del Biobío,48,301
Negrete,Región del Biobío,49,318
Negrete,Región del Biobío,50,338
Negrete,Región del Biobío,51,359
Negrete,Región del Biobío,52,367
Ninhue,Región del Ñuble,14,1
Ninhue,Región del Ñuble,15,2
Ninhue,Región del Ñuble,16,4
Ninhue,Región del Ñuble,20,5
Ninhue,Región del Ñuble,21,6
Ninhue,Región del Ñuble,22,10
Ninhue,Región del Ñuble,23,11
Ninhue,Región del Ñuble,24,15
Ninhue,Región del Ñuble,25,18
Ninhue,Región del Ñuble,26,24
Ninhue,Región del Ñuble,27,26
Ninhue,Región del Ñuble,28,28
Ninhue,Región del Ñuble,29,30
Ninhue,Región del Ñuble,30,35
Ninhue,Región del Ñuble,31,36
Ninhue,Región del Ñuble,32,38
Ninhue,Región del Ñuble,36,41
Ninhue,Región del Ñuble,37,44
Ninhue,Región del Ñuble,38,47
Ninhue,Región del Ñuble,40,48
Ninhue,Región del Ñuble,41,49
Ninhue,Región del Ñuble,42,50
Ninhue,Región del Ñuble,44,51
Ninhue,Región del Ñuble,45,54
Ninhue,Región del Ñuble,46,56
Ninhue,Región del Ñuble,47,59
Ninhue,Región del Ñuble,48,64
Ninhue,Región del Ñuble,49,65
Ninhue,Región del Ñuble,50,88
Ninhue,Región del Ñuble,51,105
Ninhue,Región del Ñuble,52,106
Ñiquén,Región del Ñuble,15,2
Ñiquén,Región del Ñuble,16,3
Ñiquén,Región del Ñuble,21,10
Ñiquén,Región del Ñuble,22,14
Ñiquén,Región del Ñuble,23,35
Ñiquén,Región del Ñuble,24,50
Ñiquén,Región del Ñuble,25,51
Ñiquén,Región del Ñuble,26,56
Ñiquén,Región del Ñuble,27,59
Ñiquén,Región del Ñuble,28,64
Ñiquén,Región del Ñuble,29,68
Ñiquén,Región del Ñuble,30,75
Ñiquén,Región del Ñuble,31,79
Ñiquén,Región del Ñuble,32,82
Ñiquén,Región del Ñuble,33,106
Ñiquén,Región del Ñuble,34,124
Ñiquén,Región del Ñuble,35,130
Ñiquén,Región del Ñuble,36,134
Ñiquén,Región del Ñuble,37,140
Ñiquén,Región del Ñuble,38,146
Ñiquén,Región del Ñuble,40,148
Ñiquén,Región del Ñuble,41,152
Ñiquén,Región del Ñuble,42,154
Ñiquén,Región del Ñuble,43,156
Ñiquén,Región del Ñuble,46,174
Ñiquén,Región del Ñuble,47,175
Ñiquén,Región del Ñuble,48,176
Ñiquén,Región del Ñuble,51,178
Ñiquén,Región del Ñuble,52,183
Nogales,Región de Valparaíso,19,3
Nogales,Región de Valparaíso,20,9
Nogales,Región de Valparaíso,21,13
Nogales,Región de Valparaíso,22,24
Nogales,Región de Valparaíso,23,31
Nogales,Región de Valparaíso,24,42
Nogales,Región de Valparaíso,25,57
Nogales,Región de Valparaíso,26,71
Nogales,Región de Valparaíso,27,88
Nogales,Región de Valparaíso,28,109
Nogales,Región de Valparaíso,29,133
Nogales,Región de Valparaíso,30,172
Nogales,Región de Valparaíso,31,202
Nogales,Región de Valparaíso,32,243
Nogales,Región de Valparaíso,33,272
Nogales,Región de Valparaíso,34,317
Nogales,Región de Valparaíso,35,357
Nogales,Región de Valparaíso,36,378
Nogales,Región de Valparaíso,37,410
Nogales,Región de Valparaíso,38,423
Nogales,Región de Valparaíso,39,432
Nogales,Región de Valparaíso,40,444
Nogales,Región de Valparaíso,41,452
Nogales,Región de Valparaíso,42,459
Nogales,Región de Valparaíso,43,468
Nogales,Región de Valparaíso,44,475
Nogales,Región de Valparaíso,45,478
Nogales,Región de Valparaíso,46,479
Nogales,Región de Valparaíso,47,482
Nogales,Región de Valparaíso,48,486
Nogales,Región de Valparaíso,49,489
Nogales,Región de Valparaíso,50,495
Nogales,Región de Valparaíso,51,510
Nogales,Región de Valparaíso,52,515
Nueva Imperial,Región de la Araucanía,13,4
Nueva Imperial,Región de la Araucanía,14,14
Nueva Imperial,Región de la Araucanía,15,21
Nueva Imperial,Región de la Araucanía,16,33
Nueva Imperial,Región de la Araucanía,17,41
Nueva Imperial,Región de la Araucanía,18,44
Nueva Imperial,Región de la Araucanía,19,49
Nueva Imperial,Región de la Araucanía,20,54
Nueva Imperial,Región de la Araucanía,21,56
Nueva Imperial,Región de la Araucanía,22,58
Nueva Imperial,Región de la Araucanía,23,73
Nueva Imperial,Región de la Araucanía,24,96
Nueva Imperial,Región de la Araucanía,25,114
Nueva Imperial,Región de la Araucanía,26,123
Nueva Imperial,Región de la Araucanía,27,131
Nueva Imperial,Región de la Araucanía,28,133
Nueva Imperial,Región de la Araucanía,29,135
Nueva Imperial,Región de la Araucanía,30,138
Nueva Imperial,Región de la Araucanía,31,143
Nueva Imperial,Región de la Araucanía,32,147
Nueva Imperial,Región de la Araucanía,33,151
Nueva Imperial,Región de la Araucanía,34,166
Nueva Imperial,Región de la Araucanía,35,179
Nueva Imperial,Región de la Araucanía,36,188
Nueva Imperial,Región de la Araucanía,37,220
Nueva Imperial,Región de la Araucanía,38,232
Nueva Imperial,Región de la Araucanía,39,256
Nueva Imperial,Región de la Araucanía,40,268
Nueva Imperial,Región de la Araucanía,41,300
Nueva Imperial,Región de la Araucanía,42,337
Nueva Imperial,Región de la Araucanía,43,365
Nueva Imperial,Región de la Araucanía,44,398
Nueva Imperial,Región de la Araucanía,45,423
Nueva Imperial,Región de la Araucanía,46,450
Nueva Imperial,Región de la Araucanía,47,465
Nueva Imperial,Región de la Araucanía,48,493
Nueva Imperial,Región de la Araucanía,49,511
Nueva Imperial,Región de la Araucanía,50,537
Nueva Imperial,Región de la Araucanía,51,603
Nueva Imperial,Región de la Araucanía,52,618
O'Higgins,Región de Aysén del General Carlos Ibáñez del Campo,36,1
O'Higgins,Región de Aysén del General Carlos Ibáñez del Campo,49,5
Olivar,Región del Libertador General Bernardo OHiggins,13,1
Olivar,Región del Libertador General Bernardo OHiggins,14,3
Olivar,Región del Libertador General Bernardo OHiggins,15,6
Olivar,Región del Libertador General Bernardo OHiggins,16,7
Olivar,Región del Libertador General Bernardo OHiggins,19,10
Olivar,Región del Libertador General Bernardo OHiggins,20,15
Olivar,Región del Libertador General Bernardo OHiggins,21,23
Olivar,Región del Libertador General Bernardo OHiggins,22,31
Olivar,Región del Libertador General Bernardo OHiggins,23,39
Olivar,Región del Libertador General Bernardo OHiggins,24,53
Olivar,Región del Libertador General Bernardo OHiggins,25,71
Olivar,Región del Libertador General Bernardo OHiggins,26,106
Olivar,Región del Libertador General Bernardo OHiggins,27,140
Olivar,Región del Libertador General Bernardo OHiggins,28,160
Olivar,Región del Libertador General Bernardo OHiggins,29,171
Olivar,Región del Libertador General Bernardo OHiggins,30,182
Olivar,Región del Libertador General Bernardo OHiggins,31,193
Olivar,Región del Libertador General Bernardo OHiggins,32,210
Olivar,Región del Libertador General Bernardo OHiggins,33,223
Olivar,Región del Libertador General Bernardo OHiggins,34,241
Olivar,Región del Libertador General Bernardo OHiggins,35,246
Olivar,Región del Libertador General Bernardo OHiggins,36,253
Olivar,Región del Libertador General Bernardo OHiggins,37,258
Olivar,Región del Libertador General Bernardo OHiggins,38,275
Olivar,Región del Libertador General Bernardo OHiggins,39,293
Olivar,Región del Libertador General Bernardo OHiggins,40,303
Olivar,Región del Libertador General Bernardo OHiggins,41,313
Olivar,Región del Libertador General Bernardo OHiggins,42,322
Olivar,Región del Libertador General Bernardo OHiggins,43,324
Olivar,Región del Libertador General Bernardo OHiggins,44,325
Olivar,Región del Libertador General Bernardo OHiggins,45,327
Olivar,Región del Libertador General Bernardo OHiggins,46,331
Olivar,Región del Libertador General Bernardo OHiggins,47,339
Olivar,Región del Libertador General Bernardo OHiggins,48,341
Olivar,Región del Libertador General Bernardo OHiggins,49,347
Olivar,Región del Libertador General Bernardo OHiggins,50,350
Olivar,Región del Libertador General Bernardo OHiggins,51,355
Olivar,Región del Libertador General Bernardo OHiggins,52,359
Ollagüe,Región de Antofagasta,22,2
Ollagüe,Región de Antofagasta,24,4
Ollagüe,Región de Antofagasta,25,8
Ollagüe,Región de Antofagasta,27,13
Ollagüe,Región de Antofagasta,28,19
Ollagüe,Región de Antofagasta,29,26
Ollagüe,Región de Antofagasta,31,29
Ollagüe,Región de Antofagasta,51,33
Olmué,Región de Valparaíso,15,1
Olmué,Región de Valparaíso,16,2
Olmué,Región de Valparaíso,17,3
Olmué,Región de Valparaíso,19,4
Olmué,Región de Valparaíso,20,7
Olmué,Región de Valparaíso,21,17
Olmué,Región de Valparaíso,22,24
Olmué,Región de Valparaíso,23,31
Olmué,Región de Valparaíso,24,49
Olmué,Región de Valparaíso,25,60
Olmué,Región de Valparaíso,26,68
Olmué,Región de Valparaíso,27,79
Olmué,Región de Valparaíso,28,99
Olmué,Región de Valparaíso,29,116
Olmué,Región de Valparaíso,30,131
Olmué,Región de Valparaíso,31,144
Olmué,Región de Valparaíso,32,173
Olmué,Región de Valparaíso,33,196
Olmué,Región de Valparaíso,34,236
Olmué,Región de Valparaíso,35,254
Olmué,Región de Valparaíso,36,261
Olmué,Región de Valparaíso,37,271
Olmué,Región de Valparaíso,38,273
Olmué,Región de Valparaíso,39,279
Olmué,Región de Valparaíso,40,286
Olmué,Región de Valparaíso,41,294
Olmué,Región de Valparaíso,42,303
Olmué,Región de Valparaíso,43,308
Olmué,Región de Valparaíso,44,309
Olmué,Región de Valparaíso,45,313
Olmué,Región de Valparaíso,47,317
Olmué,Región de Valparaíso,48,320
Olmué,Región de Valparaíso,49,323
Olmué,Región de Valparaíso,50,328
Olmué,Región de Valparaíso,51,333
Olmué,Región de Valparaíso,52,336
Osorno,Región de Los Lagos,12,6
Osorno,Región de Los Lagos,13,88
Osorno,Región de Los Lagos,14,195
Osorno,Región de Los Lagos,15,256
Osorno,Región de Los Lagos,16,281
Osorno,Región de Los Lagos,17,313
Osorno,Región de Los Lagos,18,332
Osorno,Región de Los Lagos,19,341
Osorno,Región de Los Lagos,20,355
Osorno,Región de Los Lagos,21,359
Osorno,Región de Los Lagos,22,397
Osorno,Región de Los Lagos,23,446
Osorno,Región de Los Lagos,24,470
Osorno,Región de Los Lagos,25,509
Osorno,Región de Los Lagos,26,518
Osorno,Región de Los Lagos,27,540
Osorno,Región de Los Lagos,28,586
Osorno,Región de Los Lagos,29,649
Osorno,Región de Los Lagos,30,720
Osorno,Región de Los Lagos,31,822
Osorno,Región de Los Lagos,32,946
Osorno,Región de Los Lagos,33,1043
Osorno,Región de Los Lagos,34,1130
Osorno,Región de Los Lagos,35,1255
Osorno,Región de Los Lagos,36,1354
Osorno,Región de Los Lagos,37,1450
Osorno,Región de Los Lagos,38,1600
Osorno,Región de Los Lagos,39,1870
Osorno,Región de Los Lagos,40,2182
Osorno,Región de Los Lagos,41,2454
Osorno,Región de Los Lagos,42,2733
Osorno,Región de Los Lagos,43,2973
Osorno,Región de Los Lagos,44,3202
Osorno,Región de Los Lagos,45,3527
Osorno,Región de Los Lagos,46,3818
Osorno,Región de Los Lagos,47,4079
Osorno,Región de Los Lagos,48,4314
Osorno,Región de Los Lagos,49,4542
Osorno,Región de Los Lagos,50,4759
Osorno,Región de Los Lagos,51,5007
Osorno,Región de Los Lagos,52,5192
Ovalle,Región de Coquimbo,12,2
Ovalle,Región de Coquimbo,13,5
Ovalle,Región de Coquimbo,14,7
Ovalle,Región de Coquimbo,15,9
Ovalle,Región de Coquimbo,17,10
Ovalle,Región de Coquimbo,18,18
Ovalle,Región de Coquimbo,19,43
Ovalle,Región de Coquimbo,20,76
Ovalle,Región de Coquimbo,21,109
Ovalle,Región de Coquimbo,22,208
Ovalle,Región de Coquimbo,23,336
Ovalle,Región de Coquimbo,24,511
Ovalle,Región de Coquimbo,25,631
Ovalle,Región de Coquimbo,26,729
Ovalle,Región de Coquimbo,27,804
Ovalle,Región de Coquimbo,28,869
Ovalle,Región de Coquimbo,29,918
Ovalle,Región de Coquimbo,30,1004
Ovalle,Región de Coquimbo,31,1083
Ovalle,Región de Coquimbo,32,1209
Ovalle,Región de Coquimbo,33,1383
Ovalle,Región de Coquimbo,34,1575
Ovalle,Región de Coquimbo,35,1736
Ovalle,Región de Coquimbo,36,1852
Ovalle,Región de Coquimbo,37,1950
Ovalle,Región de Coquimbo,38,2029
Ovalle,Región de Coquimbo,39,2113
Ovalle,Región de Coquimbo,40,2145
Ovalle,Región de Coquimbo,41,2169
Ovalle,Región de Coquimbo,42,2196
Ovalle,Región de Coquimbo,43,2209
Ovalle,Región de Coquimbo,44,2217
Ovalle,Región de Coquimbo,45,2230
Ovalle,Región de Coquimbo,46,2254
Ovalle,Región de Coquimbo,47,2299
Ovalle,Región de Coquimbo,48,2355
Ovalle,Región de Coquimbo,49,2463
Ovalle,Región de Coquimbo,50,2555
Ovalle,Región de Coquimbo,51,2658
Ovalle,Región de Coquimbo,52,2716
Padre Las Casas,Región de la Araucanía,13,17
Padre Las Casas,Región de la Araucanía,14,51
Padre Las Casas,Región de la Araucanía,15,71
Padre Las Casas,Región de la Araucanía,16,89
Padre Las Casas,Región de la Araucanía,17,104
Padre Las Casas,Región de la Araucanía,18,106
Padre Las Casas,Región de la Araucanía,19,107
Padre Las Casas,Región de la Araucanía,20,121
Padre Las Casas,Región de la Araucanía,21,138
Padre Las Casas,Región de la Araucanía,22,161
Padre Las Casas,Región de la Araucanía,23,167
Padre Las Casas,Región de la Araucanía,24,171
Padre Las Casas,Región de la Araucanía,25,179
Padre Las Casas,Región de la Araucanía,26,180
Padre Las Casas,Región de la Araucanía,27,195
Padre Las Casas,Región de la Araucanía,28,200
Padre Las Casas,Región de la Araucanía,29,212
Padre Las Casas,Región de la Araucanía,30,224
Padre Las Casas,Región de la Araucanía,31,229
Padre Las Casas,Región de la Araucanía,32,235
Padre Las Casas,Región de la Araucanía,33,254
Padre Las Casas,Región de la Araucanía,34,262
Padre Las Casas,Región de la Araucanía,35,269
Padre Las Casas,Región de la Araucanía,36,307
Padre Las Casas,Región de la Araucanía,37,349
Padre Las Casas,Región de la Araucanía,38,374
Padre Las Casas,Región de la Araucanía,39,415
Padre Las Casas,Región de la Araucanía,40,463
Padre Las Casas,Región de la Araucanía,41,528
Padre Las Casas,Región de la Araucanía,42,614
Padre Las Casas,Región de la Araucanía,43,727
Padre Las Casas,Región de la Araucanía,44,839
Padre Las Casas,Región de la Araucanía,45,953
Padre Las Casas,Región de la Araucanía,46,1060
Padre Las Casas,Región de la Araucanía,47,1157
Padre Las Casas,Región de la Araucanía,48,1257
Padre Las Casas,Región de la Araucanía,49,1366
Padre Las Casas,Región de la Araucanía,50,1477
Padre Las Casas,Región de la Araucanía,51,1571
Padre Las Casas,Región de la Araucanía,52,1662
Paiguano,Región de Coquimbo,21,1
Paiguano,Región de Coquimbo,22,4
Paiguano,Región de Coquimbo,23,5
Paiguano,Región de Coquimbo,29,6
Paiguano,Región de Coquimbo,31,9
Paiguano,Región de Coquimbo,33,10
Paiguano,Región de Coquimbo,34,16
Paiguano,Región de Coquimbo,35,18
Paiguano,Región de Coquimbo,36,19
Paiguano,Región de Coquimbo,37,21
Paiguano,Región de Coquimbo,38,26
Paiguano,Región de Coquimbo,39,34
Paiguano,Región de Coquimbo,40,38
Paiguano,Región de Coquimbo,42,39
Paiguano,Región de Coquimbo,43,40
Paiguano,Región de Coquimbo,48,41
Paillaco,Región de Los Ríos,13,1
Paillaco,Región de Los Ríos,21,21
Paillaco,Región de Los Ríos,22,25
Paillaco,Región de Los Ríos,24,26
Paillaco,Región de Los Ríos,25,28
Paillaco,Región de Los Ríos,26,30
Paillaco,Región de Los Ríos,27,33
Paillaco,Región de Los Ríos,28,34
Paillaco,Región de Los Ríos,30,38
Paillaco,Región de Los Ríos,31,39
Paillaco,Región de Los Ríos,34,40
Paillaco,Región de Los Ríos,35,41
Paillaco,Región de Los Ríos,36,44
Paillaco,Región de Los Ríos,37,47
Paillaco,Región de Los Ríos,38,53
Paillaco,Región de Los Ríos,39,94
Paillaco,Región de Los Ríos,40,120
Paillaco,Región de Los Ríos,41,142
Paillaco,Región de Los Ríos,42,165
Paillaco,Región de Los Ríos,43,167
Paillaco,Región de Los Ríos,44,183
Paillaco,Región de Los Ríos,45,195
Paillaco,Región de Los Ríos,46,206
Paillaco,Región de Los Ríos,47,242
Paillaco,Región de Los Ríos,48,268
Paillaco,Región de Los Ríos,49,316
Paillaco,Región de Los Ríos,50,335
Paillaco,Región de Los Ríos,51,352
Paillaco,Región de Los Ríos,52,363
Palmilla,Región del Libertador General Bernardo OHiggins,20,2
Palmilla,Región del Libertador General Bernardo OHiggins,21,3
Palmilla,Región del Libertador General Bernardo OHiggins,22,5
Palmilla,Región del Libertador General Bernardo OHiggins,23,7
Palmilla,Región del Libertador General Bernardo OHiggins,24,11
Palmilla,Región del Libertador General Bernardo OHiggins,25,19
Palmilla,Región del Libertador General Bernardo OHiggins,26,23
Palmilla,Región del Libertador General Bernardo OHiggins,27,25
Palmilla,Región del Libertador General Bernardo OHiggins,28,29
Palmilla,Región del Libertador General Bernardo OHiggins,29,32
Palmilla,Región del Libertador General Bernardo OHiggins,30,36
Palmilla,Región del Libertador General Bernardo OHiggins,31,43
Palmilla,Región del Libertador General Bernardo OHiggins,32,50
Palmilla,Región del Libertador General Bernardo OHiggins,33,54
Palmilla,Región del Libertador General Bernardo OHiggins,34,74
Palmilla,Región del Libertador General Bernardo OHiggins,35,90
Palmilla,Región del Libertador General Bernardo OHiggins,36,98
Palmilla,Región del Libertador General Bernardo OHiggins,37,116
Palmilla,Región del Libertador General Bernardo OHiggins,38,121
Palmilla,Región del Libertador General Bernardo OHiggins,39,123
Palmilla,Región del Libertador General Bernardo OHiggins,40,125
Palmilla,Región del Libertador General Bernardo OHiggins,41,129
Palmilla,Región del Libertador General Bernardo OHiggins,42,135
Palmilla,Región del Libertador General Bernardo OHiggins,43,139
Palmilla,Región del Libertador General Bernardo OHiggins,44,144
Palmilla,Región del Libertador General Bernardo OHiggins,45,148
Palmilla,Región del Libertador General Bernardo OHiggins,46,159
Palmilla,Región del Libertador General Bernardo OHiggins,47,163
Palmilla,Región del Libertador General Bernardo OHiggins,48,165
Palmilla,Región del Libertador General Bernardo OHiggins,50,168
Palmilla,Región del Libertador General Bernardo OHiggins,52,177
Panguipulli,Región de Los Ríos,20,3
Panguipulli,Región de Los Ríos,21,8
Panguipulli,Región de Los Ríos,22,13
Panguipulli,Región de Los Ríos,23,33
Panguipulli,Región de Los Ríos,24,34
Panguipulli,Región de Los Ríos,25,46
Panguipulli,Región de Los Ríos,26,54
Panguipulli,Región de Los Ríos,27,56
Panguipulli,Región de Los Ríos,28,61
Panguipulli,Región de Los Ríos,29,63
Panguipulli,Región de Los Ríos,30,65
Panguipulli,Región de Los Ríos,32,69
Panguipulli,Región de Los Ríos,33,71
Panguipulli,Región de Los Ríos,35,89
Panguipulli,Región de Los Ríos,36,115
Panguipulli,Región de Los Ríos,37,158
Panguipulli,Región de Los Ríos,38,194
Panguipulli,Región de Los Ríos,39,228
Panguipulli,Región de Los Ríos,40,260
Panguipulli,Región de Los Ríos,41,268
Panguipulli,Región de Los Ríos,42,281
Panguipulli,Región de Los Ríos,43,297
Panguipulli,Región de Los Ríos,44,319
Panguipulli,Región de Los Ríos,45,352
Panguipulli,Región de Los Ríos,46,401
Panguipulli,Región de Los Ríos,47,477
Panguipulli,Región de Los Ríos,48,519
Panguipulli,Región de Los Ríos,49,542
Panguipulli,Región de Los Ríos,50,557
Panguipulli,Región de Los Ríos,51,597
Panguipulli,Región de Los Ríos,52,620
Panquehue,Región de Valparaíso,19,1
Panquehue,Región de Valparaíso,20,4
Panquehue,Región de Valparaíso,21,9
Panquehue,Región de Valparaíso,22,14
Panquehue,Región de Valparaíso,23,22
Panquehue,Región de Valparaíso,24,25
Panquehue,Región de Valparaíso,25,38
Panquehue,Región de Valparaíso,26,46
Panquehue,Región de Valparaíso,28,58
Panquehue,Región de Valparaíso,29,79
Panquehue,Región de Valparaíso,30,100
Panquehue,Región de Valparaíso,32,102
Panquehue,Región de Valparaíso,33,103
Panquehue,Región de Valparaíso,34,106
Panquehue,Región de Valparaíso,35,109
Panquehue,Región de Valparaíso,36,112
Panquehue,Región de Valparaíso,37,113
Panquehue,Región de Valparaíso,40,114
Panquehue,Región de Valparaíso,41,116
Panquehue,Región de Valparaíso,42,118
Panquehue,Región de Valparaíso,43,119
Panquehue,Región de Valparaíso,47,122
Panquehue,Región de Valparaíso,49,123
Panquehue,Región de Valparaíso,52,124
Papudo,Región de Valparaíso,20,4
Papudo,Región de Valparaíso,21,9
Papudo,Región de Valparaíso,22,20
Papudo,Región de Valparaíso,23,27
Papudo,Región de Valparaíso,24,42
Papudo,Región de Valparaíso,25,50
Papudo,Región de Valparaíso,26,56
Papudo,Región de Valparaíso,27,63
Papudo,Región de Valparaíso,28,66
Papudo,Región de Valparaíso,29,68
Papudo,Región de Valparaíso,30,71
Papudo,Región de Valparaíso,31,75
Papudo,Región de Valparaíso,32,80
Papudo,Región de Valparaíso,33,83
Papudo,Región de Valparaíso,34,91
Papudo,Región de Valparaíso,35,93
Papudo,Región de Valparaíso,36,97
Papudo,Región de Valparaíso,37,105
Papudo,Región de Valparaíso,38,120
Papudo,Región de Valparaíso,39,131
Papudo,Región de Valparaíso,40,142
Papudo,Región de Valparaíso,41,146
Papudo,Región de Valparaíso,42,148
Papudo,Región de Valparaíso,43,151
Papudo,Región de Valparaíso,45,153
Papudo,Región de Valparaíso,47,155
Papudo,Región de Valparaíso,49,157
Papudo,Región de Valparaíso,50,158
Papudo,Región de Valparaíso,51,160
Paredones,Región del Libertador General Bernardo OHiggins,20,2
Paredones,Región del Libertador General Bernardo OHiggins,22,4
Paredones,Región del Libertador General Bernardo OHiggins,23,6
Paredones,Región del Libertador General Bernardo OHiggins,25,8
Paredones,Región del Libertador General Bernardo OHiggins,27,11
Paredones,Región del Libertador General Bernardo OHiggins,29,15
Paredones,Región del Libertador General Bernardo OHiggins,30,18
Paredones,Región del Libertador General Bernardo OHiggins,31,21
Paredones,Región del Libertador General Bernardo OHiggins,33,22
Paredones,Región del Libertador General Bernardo OHiggins,34,25
Paredones,Región del Libertador General Bernardo OHiggins,36,26
Paredones,Región del Libertador General Bernardo OHiggins,39,28
Paredones,Región del Libertador General Bernardo OHiggins,40,30
Paredones,Región del Libertador General Bernardo OHiggins,41,31
Paredones,Región del Libertador General Bernardo OHiggins,43,35
Paredones,Región del Libertador General Bernardo OHiggins,44,39
Paredones,Región del Libertador General Bernardo OHiggins,45,44
Paredones,Región del Libertador General Bernardo OHiggins,46,47
Paredones,Región del Libertador General Bernardo OHiggins,47,48
Paredones,Región del Libertador General Bernardo OHiggins,51,68
Paredones,Región del Libertador General Bernardo OHiggins,52,79
Parral,Región del Maule,12,1
Parral,Región del Maule,13,4
Parral,Región del Maule,15,7
Parral,Región del Maule,16,8
Parral,Región del Maule,17,9
Parral,Región del Maule,19,11
Parral,Región del Maule,20,15
Parral,Región del Maule,21,49
Parral,Región del Maule,22,95
Parral,Región del Maule,23,127
Parral,Región del Maule,24,150
Parral,Región del Maule,25,168
Parral,Región del Maule,26,177
Parral,Región del Maule,27,191
Parral,Región del Maule,28,207
Parral,Región del Maule,29,224
Parral,Región del Maule,30,231
Parral,Región del Maule,31,243
Parral,Región del Maule,32,256
Parral,Región del Maule,33,266
Parral,Región del Maule,34,273
Parral,Región del Maule,35,292
Parral,Región del Maule,36,331
Parral,Región del Maule,37,378
Parral,Región del Maule,38,434
Parral,Región del Maule,39,475
Parral,Región del Maule,40,499
Parral,Región del Maule,41,536
Parral,Región del Maule,42,561
Parral,Región del Maule,43,579
Parral,Región del Maule,44,609
