comuna_residencia,region_residencia,semana_epi,Acumulado
El Carmen,Región del Ñuble,34,96
El Carmen,Región del Ñuble,35,119
El Carmen,Región del Ñuble,36,136
El Carmen,Región del Ñuble,37,149
El Carmen,Región del Ñuble,38,152
El Carmen,Región del Ñuble,39,157
El Carmen,Región del Ñuble,41,158
El Carmen,Región del Ñuble,42,166
El Carmen,Región del Ñuble,43,171
El Carmen,Región del Ñuble,44,190
El Carmen,Región del Ñuble,45,193
El Carmen,Región del Ñuble,46,194
El Carmen,Región del Ñuble,47,200
El Carmen,Región del Ñuble,48,202
El Carmen,Región del Ñuble,49,234
El Carmen,Región del Ñuble,50,236
El Carmen,Región del Ñuble,51,246
El Carmen,Región del Ñuble,52,249
El Quisco,Región de Valparaíso,14,1
El Quisco,Región de Valparaíso,15,4
El Quisco,Región de Valparaíso,16,11
El Quisco,Región de Valparaíso,18,14
El Quisco,Región de Valparaíso,19,22
El Quisco,Región de Valparaíso,20,31
El Quisco,Región de Valparaíso,21,48
El Quisco,Región de Valparaíso,22,69
El Quisco,Región de Valparaíso,23,86
El Quisco,Región de Valparaíso,24,100
El Quisco,Región de Valparaíso,25,107
El Quisco,Región de Valparaíso,26,115
El Quisco,Región de Valparaíso,27,143
El Quisco,Región de Valparaíso,28,150
El Quisco,Región de Valparaíso,29,161
El Quisco,Región de Valparaíso,30,167
El Quisco,Región de Valparaíso,31,173
El Quisco,Región de Valparaíso,32,179
El Quisco,Región de Valparaíso,33,187
El Quisco,Región de Valparaíso,34,194
El Quisco,Región de Valparaíso,35,202
El Quisco,Región de Valparaíso,36,243
El Quisco,Región de Valparaíso,37,257
El Quisco,Región de Valparaíso,38,268
El Quisco,Región de Valparaíso,39,275
El Quisco,Región de Valparaíso,40,280
El Quisco,Región de Valparaíso,41,286
El Quisco,Región de Valparaíso,42,290
El Quisco,Región de Valparaíso,43,293
El Quisco,Región de Valparaíso,44,295
El Quisco,Región de Valparaíso,45,296
El Quisco,Región de Valparaíso,46,302
El Quisco,Región de Valparaíso,47,305
El Quisco,Región de Valparaíso,48,306
El Quisco,Región de Valparaíso,50,311
El Quisco,Región de Valparaíso,51,322
El Quisco,Región de Valparaíso,52,329
El Tabo,Región de Valparaíso,13,1
El Tabo,Región de Valparaíso,14,3
El Tabo,Región de Valparaíso,15,4
El Tabo,Región de Valparaíso,16,8
El Tabo,Región de Valparaíso,17,11
El Tabo,Región de Valparaíso,18,13
El Tabo,Región de Valparaíso,19,17
El Tabo,Región de Valparaíso,20,26
El Tabo,Región de Valparaíso,21,40
El Tabo,Región de Valparaíso,22,58
El Tabo,Región de Valparaíso,23,77
El Tabo,Región de Valparaíso,24,86
El Tabo,Región de Valparaíso,25,100
El Tabo,Región de Valparaíso,26,114
El Tabo,Región de Valparaíso,27,131
El Tabo,Región de Valparaíso,28,136
El Tabo,Región de Valparaíso,29,146
El Tabo,Región de Valparaíso,30,162
El Tabo,Región de Valparaíso,31,178
El Tabo,Región de Valparaíso,32,185
El Tabo,Región de Valparaíso,33,190
El Tabo,Región de Valparaíso,34,195
El Tabo,Región de Valparaíso,35,196
El Tabo,Región de Valparaíso,36,203
El Tabo,Región de Valparaíso,37,210
El Tabo,Región de Valparaíso,38,214
El Tabo,Región de Valparaíso,39,222
El Tabo,Región de Valparaíso,40,225
El Tabo,Región de Valparaíso,41,227
El Tabo,Región de Valparaíso,43,230
El Tabo,Región de Valparaíso,44,235
El Tabo,Región de Valparaíso,45,236
El Tabo,Región de Valparaíso,47,241
El Tabo,Región de Valparaíso,48,243
El Tabo,Región de Valparaíso,49,246
El Tabo,Región de Valparaíso,50,247
El Tabo,Región de Valparaíso,51,254
El Tabo,Región de Valparaíso,52,258
Empedrado,Región del Maule,23,1
Empedrado,Región del Maule,24,5
Empedrado,Región del Maule,25,20
Empedrado,Región del Maule,26,25
Empedrado,Región del Maule,27,26
Empedrado,Región del Maule,28,27
Empedrado,Región del Maule,29,29
Empedrado,Región del Maule,31,31
Empedrado,Región del Maule,32,32
Empedrado,Región del Maule,34,34
Empedrado,Región del Maule,35,36
Empedrado,Región del Maule,36,41
Empedrado,Región del Maule,38,42
Empedrado,Región del Maule,42,44
Empedrado,Región del Maule,44,45
Empedrado,Región del Maule,46,48
Empedrado,Región del Maule,47,50
Empedrado,Región del Maule,48,52
Empedrado,Región del Maule,49,62
Empedrado,Región del Maule,50,66
Empedrado,Región del Maule,51,68
Empedrado,Región del Maule,52,83
Ercilla,Región de la Araucanía,15,4
Ercilla,Región de la Araucanía,16,8
Ercilla,Región de la Araucanía,17,10
Ercilla,Región de la Araucanía,18,11
Ercilla,Región de la Araucanía,22,16
Ercilla,Región de la Araucanía,24,18
Ercilla,Región de la Araucanía,25,19
Ercilla,Región de la Araucanía,28,30
Ercilla,Región de la Araucanía,29,31
Ercilla,Región de la Araucanía,30,53
Ercilla,Región de la Araucanía,31,57
Ercilla,Región de la Araucanía,32,62
Ercilla,Región de la Araucanía,33,75
Ercilla,Región de la Araucanía,34,91
Ercilla,Región de la Araucanía,35,105
Ercilla,Región de la Araucanía,36,125
Ercilla,Región de la Araucanía,37,159
Ercilla,Región de la Araucanía,38,193
Ercilla,Región de la Araucanía,39,245
Ercilla,Región de la Araucanía,40,265
Ercilla,Región de la Araucanía,41,277
Ercilla,Región de la Araucanía,42,282
Ercilla,Región de la Araucanía,43,285
Ercilla,Región de la Araucanía,45,286
Ercilla,Región de la Araucanía,46,290
Ercilla,Región de la Araucanía,48,291
Ercilla,Región de la Araucanía,49,297
Ercilla,Región de la Araucanía,50,307
Ercilla,Región de la Araucanía,51,310
Ercilla,Región de la Araucanía,52,314
Florida,Región del Biobío,13,2
Florida,Región del Biobío,14,3
Florida,Región del Biobío,19,4
Florida,Región del Biobío,21,5
Florida,Región del Biobío,22,6
Florida,Región del Biobío,24,7
Florida,Región del Biobío,25,12
Florida,Región del Biobío,26,24
Florida,Región del Biobío,27,25
Florida,Región del Biobío,28,28
Florida,Región del Biobío,29,30
Florida,Región del Biobío,30,50
Florida,Región del Biobío,31,51
Florida,Región del Biobío,32,58
Florida,Región del Biobío,33,65
Florida,Región del Biobío,34,82
Florida,Región del Biobío,35,91
Florida,Región del Biobío,36,99
Florida,Región del Biobío,37,116
Florida,Región del Biobío,38,126
Florida,Región del Biobío,39,141
Florida,Región del Biobío,40,162
Florida,Región del Biobío,41,168
Florida,Región del Biobío,42,176
Florida,Región del Biobío,43,181
Florida,Región del Biobío,44,183
Florida,Región del Biobío,45,189
Florida,Región del Biobío,46,196
Florida,Región del Biobío,47,209
Florida,Región del Biobío,48,222
Florida,Región del Biobío,49,233
Florida,Región del Biobío,50,253
Florida,Región del Biobío,51,277
Florida,Región del Biobío,52,292
Freire,Región de la Araucanía,13,2
Freire,Región de la Araucanía,14,5
Freire,Región de la Araucanía,16,6
Freire,Región de la Araucanía,17,7
Freire,Región de la Araucanía,19,12
Freire,Región de la Araucanía,20,26
Freire,Región de la Araucanía,21,49
Freire,Región de la Araucanía,22,68
Freire,Región de la Araucanía,23,84
Freire,Región de la Araucanía,24,96
Freire,Región de la Araucanía,25,105
Freire,Región de la Araucanía,26,108
Freire,Región de la Araucanía,27,109
Freire,Región de la Araucanía,28,110
Freire,Región de la Araucanía,29,114
Freire,Región de la Araucanía,30,121
Freire,Región de la Araucanía,32,123
Freire,Región de la Araucanía,33,124
Freire,Región de la Araucanía,34,126
Freire,Región de la Araucanía,35,127
Freire,Región de la Araucanía,36,129
Freire,Región de la Araucanía,37,132
Freire,Región de la Araucanía,38,135
Freire,Región de la Araucanía,39,138
Freire,Región de la Araucanía,40,154
Freire,Región de la Araucanía,41,182
Freire,Región de la Araucanía,42,209
Freire,Región de la Araucanía,43,263
Freire,Región de la Araucanía,44,307
Freire,Región de la Araucanía,45,346
Freire,Región de la Araucanía,46,369
Freire,Región de la Araucanía,47,418
Freire,Región de la Araucanía,48,447
Freire,Región de la Araucanía,49,471
Freire,Región de la Araucanía,50,481
Freire,Región de la Araucanía,51,501
Freire,Región de la Araucanía,52,518
Freirina,Región de Atacama,17,1
Freirina,Región de Atacama,23,2
Freirina,Región de Atacama,24,3
Freirina,Región de Atacama,25,11
Freirina,Región de Atacama,26,15
Freirina,Región de Atacama,27,22
Freirina,Región de Atacama,28,48
Freirina,Región de Atacama,29,53
Freirina,Región de Atacama,30,58
Freirina,Región de Atacama,31,62
Freirina,Región de Atacama,32,83
Freirina,Región de Atacama,33,107
Freirina,Región de Atacama,34,122
Freirina,Región de Atacama,35,135
Freirina,Región de Atacama,36,142
Freirina,Región de Atacama,37,148
Freirina,Región de Atacama,38,154
Freirina,Región de Atacama,39,170
Freirina,Región de Atacama,40,189
Freirina,Región de Atacama,41,197
Freirina,Región de Atacama,42,198
Freirina,Región de Atacama,43,200
Freirina,Región de Atacama,46,201
Freirina,Región de Atacama,47,202
Freirina,Región de Atacama,48,204
Freirina,Región de Atacama,51,210
Freirina,Región de Atacama,52,212
Fresia,Región de Los Lagos,24,7
Fresia,Región de Los Lagos,25,8
Fresia,Región de Los Lagos,26,10
Fresia,Región de Los Lagos,27,18
Fresia,Región de Los Lagos,28,20
Fresia,Región de Los Lagos,29,23
Fresia,Región de Los Lagos,30,32
Fresia,Región de Los Lagos,31,59
Fresia,Región de Los Lagos,32,78
Fresia,Región de Los Lagos,33,85
Fresia,Región de Los Lagos,34,111
Fresia,Región de Los Lagos,35,114
Fresia,Región de Los Lagos,36,116
Fresia,Región de Los Lagos,37,120
Fresia,Región de Los Lagos,38,133
Fresia,Región de Los Lagos,39,166
Fresia,Región de Los Lagos,40,209
Fresia,Región de Los Lagos,41,245
Fresia,Región de Los Lagos,42,265
Fresia,Región de Los Lagos,43,276
Fresia,Región de Los Lagos,44,283
Fresia,Región de Los Lagos,45,287
Fresia,Región de Los Lagos,46,298
Fresia,Región de Los Lagos,47,300
Fresia,Región de Los Lagos,48,310
Fresia,Región de Los Lagos,49,324
Fresia,Región de Los Lagos,50,352
Fresia,Región de Los Lagos,51,381
Fresia,Región de Los Lagos,52,402
Frutillar,Región de Los Lagos,14,3
Frutillar,Región de Los Lagos,15,5
Frutillar,Región de Los Lagos,16,6
Frutillar,Región de Los Lagos,20,7
Frutillar,Región de Los Lagos,21,9
Frutillar,Región de Los Lagos,22,13
Frutillar,Región de Los Lagos,23,14
Frutillar,Región de Los Lagos,24,20
Frutillar,Región de Los Lagos,25,39
Frutillar,Región de Los Lagos,26,51
Frutillar,Región de Los Lagos,27,76
Frutillar,Región de Los Lagos,28,92
Frutillar,Región de Los Lagos,29,94
Frutillar,Región de Los Lagos,30,110
Frutillar,Región de Los Lagos,31,137
Frutillar,Región de Los Lagos,32,167
Frutillar,Región de Los Lagos,33,216
Frutillar,Región de Los Lagos,34,238
Frutillar,Región de Los Lagos,35,252
Frutillar,Región de Los Lagos,36,267
Frutillar,Región de Los Lagos,37,275
Frutillar,Región de Los Lagos,38,291
Frutillar,Región de Los Lagos,39,350
Frutillar,Región de Los Lagos,40,388
Frutillar,Región de Los Lagos,41,429
Frutillar,Región de Los Lagos,42,450
Frutillar,Región de Los Lagos,43,467
Frutillar,Región de Los Lagos,44,481
Frutillar,Región de Los Lagos,45,496
Frutillar,Región de Los Lagos,46,511
Frutillar,Región de Los Lagos,47,520
Frutillar,Región de Los Lagos,48,542
Frutillar,Región de Los Lagos,49,562
Frutillar,Región de Los Lagos,50,589
Frutillar,Región de Los Lagos,51,627
Frutillar,Región de Los Lagos,52,659
Futaleufú,Región de Los Lagos,20,1
Futaleufú,Región de Los Lagos,43,3
Futaleufú,Región de Los Lagos,49,4
Futrono,Región de Los Ríos,12,1
Futrono,Región de Los Ríos,13,2
Futrono,Región de Los Ríos,14,5
Futrono,Región de Los Ríos,20,7
Futrono,Región de Los Ríos,21,24
Futrono,Región de Los Ríos,22,35
Futrono,Región de Los Ríos,23,53
Futrono,Región de Los Ríos,24,56
Futrono,Región de Los Ríos,25,57
Futrono,Región de Los Ríos,26,58
Futrono,Región de Los Ríos,27,59
Futrono,Región de Los Ríos,33,60
Futrono,Región de Los Ríos,36,61
Futrono,Región de Los Ríos,37,64
Futrono,Región de Los Ríos,39,71
Futrono,Región de Los Ríos,40,74
Futrono,Región de Los Ríos,41,82
Futrono,Región de Los Ríos,42,89
Futrono,Región de Los Ríos,43,102
Futrono,Región de Los Ríos,44,139
Futrono,Región de Los Ríos,45,173
Futrono,Región de Los Ríos,46,193
Futrono,Región de Los Ríos,47,228
Futrono,Región de Los Ríos,48,262
Futrono,Región de Los Ríos,49,271
Futrono,Región de Los Ríos,50,274
Futrono,Región de Los Ríos,51,282
Futrono,Región de Los Ríos,52,298
Galvarino,Región de la Araucanía,14,2
Galvarino,Región de la Araucanía,15,3
Galvarino,Región de la Araucanía,18,4
Galvarino,Región de la Araucanía,21,5
Galvarino,Región de la Araucanía,22,25
